X,Y,OBJECTID,SysSchool,GradeRange,SchoolAddress,SchoolCity,STATE,SchoolZipCode,MailAddress,MailCity,MailZipCode,PrincipalName,PrincipalEmail,SchoolPhone,SchoolFax,longitude,latitude,Year,SchoolYear,SystemID,SystemName,SchoolID,SchoolName,Type,ENROLLMENT_COUNT,ENROLL_PERCENT_ASIAN,ENROLL_PERCENT_NATIVE,ENROLL_PERCENT_BLACK,ENROLL_PERCENT_HISPANIC,ENROLL_PERCENT_MULTIRACIAL,ENROLL_PERCENT_WHITE,ENROLL_PERCENT_MIGRANT,ENROLL_PERCENT_ED,ENROLL_PERCENT_SWD,ENROLL_PERCENT_LEP,ENROLL_PCT_ESOL,ENROLL_PCT_GIFTED,direct_cert_perc,pAbsent0_5,pAbsent6_15,pAbsent16P,Churn,TeacherCount,AvgExp,pYrsLt1,pYears1_10,pYears11_20,pYears21_30,pYearsGt30,Debt,GenAdmin,Instruction,Support,Ops,Media,PServices,Capital,SchoolAdmin,Food,Transport,TotalSpend,CCRPI,ClimateStar,NTestedELA3,Begin_CntELA3,Develop_CntELA3,Prof_CntELA3,Dist_CntELA3,pBeginELA3,pDevelopELA3,pProfELA3,pDistELA3,DevPlus_CntELA3,ProfPlus_CntELA3,pDevPlusELA3,pProfPlusELA3,NTestedELA5,Begin_CntELA5,Develop_CntELA5,Prof_CntELA5,Dist_CntELA5,pBeginELA5,pDevelopELA5,pProfELA5,pDistELA5,DevPlus_CntELA5,ProfPlus_CntELA5,pDevPlusELA5,pProfPlusELA5,NTestedMath3,Begin_CntMath3,Develop_CntMath3,Prof_CntMath3,Dist_CntMath3,pBeginMath3,pDevelopMath3,pProfMath3,pDistMath3,DevPlus_CntMath3,ProfPlus_CntMath3,pDevPlusMath3,pProfPlusMath3,NTestedMath5,Begin_CntMath5,Develop_CntMath5,Prof_CntMath5,Dist_CntMath5,pBeginMath5,pDevelopMath5,pProfMath5,pDistMath5,DevPlus_CntMath5,ProfPlus_CntMath5,pDevPlusMath5,pProfPlusMath5,NTestedELA8,BeginELA8_Cnt,DevelopELA8_Cnt,ProfELA8_Cnt,DistELA8_Cnt,NTestedMath8,BeginMath8_Cnt,DevelopMath8_Cnt,ProfMath8_Cnt,DistMath8_Cnt,pBeginELA8,pDevelopELA8,pProfELA8,pDistELA8,pBeginMath8,pDevelopMath8,pProfMath8,pDistMath8,DevPlusELA8_Cnt,ProfPlusELA8_Cnt,pDevPlusELA8,pProfPlusELA8,DevPlusMath8_Cnt,ProfPlusMath8_Cnt,pDevPlusMath8,pProfPlusMath8,NTestedAlgebraI,Begin_CntAlgebraI,Develop_CntAlgebraI,Prof_CntAlgebraI,Dist_CntAlgebraI,pBeginAlgebraI,pDevelopAlgebraI,pProfAlgebraI,pDistAlgebraI,DevPlus_CntAlgebraI,ProfPlus_CntAlgebraI,pDevPlusAlgebraI,pProfPlusAlgebraI,NTestedAmLit,Begin_CntAmLit,Develop_CntAmLit,Prof_CntAmLit,Dist_CntAmLit,pBeginAmLit,pDevelopAmLit,pProfAmLit,pDistAmLit,DevPlus_CntAmLit,ProfPlus_CntAmLit,pDevPlusAmLit,pProfPlusAmLit,NTestedAnalGeometry,Begin_CntAnalGeometry,Develop_CntAnalGeometry,Prof_CntAnalGeometry,Dist_CntAnalGeometry,pBeginAnalGeometry,pDevelopAnalGeometry,pProfAnalGeometry,pDistAnalGeometry,DevPlus_CntAnalGeometry,ProfPlus_CntAnalGeometry,pDevPlusAnalGeometry,pProfPlusAnalGeometry,NTestedBiology,Begin_CntBiology,Develop_CntBiology,Prof_CntBiology,Dist_CntBiology,pBeginBiology,pDevelopBiology,pProfBiology,pDistBiology,DevPlus_CntBiology,ProfPlus_CntBiology,pDevPlusBiology,pProfPlusBiology,NTestedCoordAlgebra,Begin_CntCoordAlgebra,Develop_CntCoordAlgebra,Prof_CntCoordAlgebra,Dist_CntCoordAlgebra,pBeginCoordAlgebra,pDevelopCoordAlgebra,pProfCoordAlgebra,pDistCoordAlgebra,DevPlus_CntCoordAlgebra,ProfPlus_CntCoordAlgebra,pDevPlusCoordAlgebra,pProfPlusCoordAlgebra,NTestedEcon,Begin_CntEcon,Develop_CntEcon,Prof_CntEcon,Dist_CntEcon,pBeginEcon,pDevelopEcon,pProfEcon,pDistEcon,DevPlus_CntEcon,ProfPlus_CntEcon,pDevPlusEcon,pProfPlusEcon,NTestedGeometry,Begin_CntGeometry,Develop_CntGeometry,Prof_CntGeometry,Dist_CntGeometry,pBeginGeometry,pDevelopGeometry,pProfGeometry,pDistGeometry,DevPlus_CntGeometry,ProfPlus_CntGeometry,pDevPlusGeometry,pProfPlusGeometry,NTestedLit9,Begin_CntLit9,Develop_CntLit9,Prof_CntLit9,Dist_CntLit9,pBeginLit9,pDevelopLit9,pProfLit9,pDistLit9,DevPlus_CntLit9,ProfPlus_CntLit9,pDevPlusLit9,pProfPlusLit9,NTestedPhysSci,Begin_CntPhysSci,Develop_CntPhysSci,Prof_CntPhysSci,Dist_CntPhysSci,pBeginPhysSci,pDevelopPhysSci,pProfPhysSci,pDistPhysSci,DevPlus_CntPhysSci,ProfPlus_CntPhysSci,pDevPlusPhysSci,pProfPlusPhysSci,NTestedUSHistory,Begin_CntUSHistory,Develop_CntUSHistory,Prof_CntUSHistory,Dist_CntUSHistory,pBeginUSHistory,pDevelopUSHistory,pProfUSHistory,pDistUSHistory,DevPlus_CntUSHistory,ProfPlus_CntUSHistory,pDevPlusUSHistory,pProfPlusUSHistory,NDropout712,pNDropout712,GraduationRate,NUMBER_OF_GRADUATES,pHopeEligible,chENROLLMENTCnt,pchENROLLMENTCnt,chCCRPI,chpProfPlusELA3,chpProfPlusMath3,chpProfPlusELA5,chpProfPlusMath5,chpELA8,chpProfPlusMath8,chpProfPlusAlgebraI,chpProfPlusAmLit,chpProfPlusAnalGeometry,chpProfPlusBiology,chpProfPlusCoordAlgebra,chpProfPlusEcon,chpProfPlusGeometry,chpProfPlusLit9,chpProfPlusPhysSci,chpProfPlusUSHistory,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-83.113887862,34.2888535970001,953,6591052,KK-05,660 College St,Royston,GA,30662-2615,660 College St,Royston,30662-2615,"Boswell, Susan", ,706.245.9252,706.245.0903,-83.113884,34.288847,2019,2018-19,659,Franklin County,1052,Royston Elementary School,Elementary School,522,1,0,13,11,5,69,1,65,13,7,7,2,46,42,46,13,19,40,16,5,30,35,18,13,0,0,7030,99,130,263,52,0,598,0,0,8172,65,4,93,34,32,23,4,37,34,25,4,59,27,63,29,73,23,24,22,4,32,33,30,6,50,26,69,36,93,18,30,39,6,19,32,42,7,75,45,81,48,73,23,31,16,3,32,43,22,4,50,19,69,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,-4.57,-6,0,2,-15,-7,,,,,,,,,,,,,{58D2A800-93A4-48C4-B883-4C4CE8A23C56},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.2331709,34.3645216090001,954,6592050,PK-02,825 Hull Ave,Carnesville,GA,30521-4048,"P.O. Box 39, 825 Hull Avenue",Carnesville,30521,"Robertson, Susan", ,706.384.4523,706.384.2226,-83.233167,34.364515,2019,2018-19,659,Franklin County,2050,Carnesville Elementary Primary School,Elementary School,271,1,0,3,6,5,85,0,54,16,4,3,,33,39,47,15,25,27,18,0,33,22,37,7,0,0,9389,90,241,188,98,0,463,0,0,10469,86,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.49,,,,,,,,,,,,,,,,,,{611367DB-ED6B-48BE-9E08-CF1D0592D531},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.212024894,34.363064609,955,6593050,09-12,6570 Highway 145,Carnesville,GA,30521-4170,"P.O. Box 543, 6570 GA Highway 145",Carnesville,30521,"Wilkinson, Roger", ,706.384.4525,706.384.2201,-83.212021,34.363058,2019,2018-19,659,Franklin County,3050,Franklin County High School,High School,1068,2,0,9,7,2,81,1,44,12,2,1,9,26,45,37,18,11,70,16,3,33,29,29,7,0,0,6291,165,389,144,309,0,656,0,0,7953,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,52,98,63,5,24,45,29,2,166,68,76,31,261,52,95,87,27,20,36,33,10,209,114,80,44,,,,,,,,,,,,,,268,76,61,102,29,28,23,38,11,192,131,72,49,1,,,,,,,,,,,,,48,29,13,6,0,60,27,13,0,19,6,40,13,275,53,91,89,42,19,33,32,15,222,131,81,48,280,44,81,120,35,16,29,43,13,236,155,84,55,202,37,83,75,7,18,41,37,4,165,82,82,41,30,21,5,4,0,70,17,13,0,9,4,30,13,24,2,91,237,47,-47,-4.21,0,,,,,,,8,12,,0,,-33,,15,6,-37,{DE82C4B5-5845-4F9C-9054-DA1D8CD4514D},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-83.091175863,34.430845628,956,6595050,KK-05,818 Hartwell Rd,Lavonia,GA,30553-1420,818 Hartwell Rd,Lavonia,30553-1420,"McDowell, Darrell", ,706.356.8209,706.356.2966,-83.091172,34.430839,2019,2018-19,659,Franklin County,5050,Lavonia Elementary School,Elementary School,592,0,0,15,14,5,66,0,66,12,9,8,3,43,48,43,9,19,44,14,9,32,34,23,2,0,0,6412,82,190,159,46,0,506,0,0,7395,67,5,108,52,30,19,7,48,28,18,7,56,26,52,24,115,39,41,22,13,34,36,19,11,76,35,66,30,108,34,31,34,9,32,29,32,8,74,43,69,40,115,36,47,25,7,31,41,22,6,79,32,69,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5.33,-6,-6,8,-1,-6,,,,,,,,,,,,,{F4FB24E9-D5D5-4B12-9F57-92E619F3F8EC},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.320106203,34.1209445160001,957,6600100,PK-05,13855 Providence Rd,Alpharetta,GA,30004-0848,13855 Providence Rd,Alpharetta,30004-0848,"Gray, LaToya", ,470.254.2830,770.667.2834,-84.320102,34.120938,2019,2018-19,660,Fulton County,100,Summit Hill Elementary,Elementary School,717,6,0,6,5,4,79,0,4,8,1,0,8,2,56,41,4,7,48,12,4,38,38,21,0,0,0,6013,30,383,123,438,0,579,0,0,7565,82,5,115,2,23,51,39,2,20,44,34,113,90,98,78,123,6,22,62,33,5,18,50,27,117,95,95,77,115,0,20,57,38,0,17,50,33,115,95,100,83,123,11,38,48,26,9,31,39,21,112,74,91,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,-1.23,-6,3,6,2,3,,,,,,,,,,,,,{375627BE-40F2-4FF9-A622-26D3E0397254},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.196623164,34.056222507,958,6600101,PK-05,5575 Abbotts Bridge Rd,Duluth,GA,30097-8418,5575 Abbotts Bridge Rd,Duluth,30097-8418,"Stabler, Roytunda",stabler@fultonschools.org,470.254.2860,770.667.2864,-84.196619,34.056216,2019,2018-19,660,Fulton County,101,Abbotts Hill Elementary School,Elementary School,613,32,0,13,10,7,38,0,11,9,15,8,8,3,58,35,7,11,45,12,4,47,31,11,7,0,0,6608,16,488,225,639,0,663,0,1,8639,88,5,112,8,24,44,36,7,21,39,32,104,80,93,71,111,9,21,41,40,8,19,37,36,102,81,92,73,112,8,16,50,38,7,14,45,34,104,88,93,79,111,5,30,33,43,5,27,30,39,106,76,95,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-11.92,0,1,9,-4,-3,,,,,,,,,,,,,{638C5700-51EE-4AE8-8D31-E3BC06DADE7C},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.241797178,34.074091509,959,6600102,PK-05,3995 Webb Bridge Rd,Alpharetta,GA,30005-4142,3995 Webb Bridge Rd,Alpharetta,30005-4142,"DOSS, DEBRA", ,470.254.2932,770.667.2936,-84.241793,34.074085,2019,2018-19,660,Fulton County,102,Creek View Elementary School,Elementary School,924,53,0,7,8,5,26,0,5,4,17,8,5,1,59,37,4,24,57,11,12,40,25,18,5,0,0,5717,94,289,139,261,0,467,0,0,6967,97,5,157,1,24,70,62,1,15,45,40,156,132,99,84,161,7,22,75,57,4,14,47,35,154,132,96,82,157,2,7,59,89,1,5,38,57,155,148,99,94,161,7,22,52,80,4,14,32,50,154,132,96,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,-5.61,5,8,22,9,18,,,,,,,,,,,,,{FE0EF9E2-BF78-4CCA-8330-39AAC2104C77},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.336279205,34.0598955030001,960,6600103,PK-05,815 Hembree Rd,Roswell,GA,30076-1116,815 Hembree Rd,Roswell,30076-1116,"Woodruff, Laurie", ,470.254.2902,770.667.2906,-84.336275,34.059889,2019,2018-19,660,Fulton County,103,Hembree Springs Elementary School,Elementary School,567,10,0,10,38,4,38,0,45,12,32,24,7,16,53,40,8,12,52,13,0,39,44,15,2,0,0,7427,71,430,203,664,0,640,0,9,9444,92,5,104,22,22,31,29,21,21,30,28,82,60,79,58,100,6,26,42,26,6,26,42,26,94,68,94,68,104,10,26,45,23,10,25,43,22,94,68,90,65,101,7,40,30,24,7,40,30,24,94,54,93,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204,-26.45,12,7,13,9,0,,,,,,,,,,,,,{AAB12F90-5525-4E1E-8E4C-D4855DFCBB82},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.382455212,33.9507374780001,961,6600104,PK-05,130 W Spalding Dr,Atlanta,GA,30328-1913,130 W Spalding Dr,Atlanta,30328-1913,"Johnson, Lynn", ,470.254.5880,770.673.4070,-84.382451,33.950731,2019,2018-19,660,Fulton County,104,Spalding Drive Elementary,Elementary School,376,10,0,19,18,6,46,0,23,11,13,9,6,14,62,33,5,17,36,8,11,56,22,11,0,0,0,7728,275,677,426,641,0,1097,0,17,10859,90,4,69,8,15,20,26,12,22,29,38,61,46,88,67,53,3,14,22,14,6,26,42,26,50,36,94,68,69,8,5,21,35,12,7,30,51,61,56,88,81,53,4,14,19,16,8,26,36,30,49,35,92,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,-1.82,3,5,21,1,-1,,,,,,,,,,,,,{0AD2310A-7746-4A71-9872-454E93B47F54},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.281135191,34.1009425130001,962,6600105,06-08,13060 Cogburn Rd,Alpharetta,GA,30004-3605,13060 Cogburn Rd,Alpharetta,30004-3605,"LeMoyne, Michael",lemoynem@fultonschools.org,470.254.3240,678.297.3250,-84.281131,34.100936,2019,2018-19,660,Fulton County,105,Hopewell Middle School,Middle School,1427,13,0,16,12,4,54,0,13,11,8,2,31,4,52,40,8,8,107,12,7,42,35,13,4,0,0,6223,170,386,111,282,0,548,0,13,7733,84,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,25,134,215,31,526,43,158,209,108,6,33,53,8,8,30,40,21,380,246,94,61,475,317,90,60,146,1,12,66,67,1,8,45,46,145,133,99,91,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,8,,,,,,,,,,,,,127,0,2,45,80,0,2,35,63,127,125,100,98,137,2,16,69,50,2,12,50,37,135,119,99,87,,,,,,,,,,,,,,17,2,,,,-16,-1.1,-6,,,,,-12,-11,-9,,,,,,,,-2,,{7B4A7563-AF88-4361-9C96-B1BF56E9CFFB},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.336142207,34.0993015110001,963,6600106,09-12,13025 Birmingham Hwy,Alpharetta,GA,30004-7306,13025 Birmingham Hwy,Alpharetta,30004-7306,"Jones, Brian", ,470.254.7000,770.667.2844,-84.336138,34.099295,2019,2018-19,660,Fulton County,106,Milton High School,High School,2367,12,0,10,13,4,62,0,11,9,4,2,45,3,44,42,13,5,130,14,2,38,34,23,3,0,0,5355,153,420,75,538,0,500,0,7,7048,90,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,41,94,136,39,13,30,44,13,269,175,87,57,639,37,114,342,146,6,18,54,23,602,488,94,76,,,,,,,,,,,,,,556,46,73,242,195,8,13,44,35,510,437,92,79,,,,,,,,,,,,,,567,44,98,292,133,8,17,52,24,523,425,92,75,693,55,108,318,212,8,16,46,31,638,530,92,77,474,23,62,247,142,5,13,52,30,451,389,95,82,387,59,111,177,40,15,29,46,10,328,217,85,56,552,53,113,230,156,10,21,42,28,499,386,91,70,21,1,95,588,70,187,8.57,-6,,,,,,,-12,4,,0,,3,2,8,5,13,{7ABAEAF5-A318-4BF2-A81F-49F39EB08F1C},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.621729263,33.6164193970001,964,6600107,06-08,7155 Hall Rd,Fairburn,GA,30213-2031,7155 Hall Rd,Fairburn,30213-2031,"Hawk, Creseda", ,470.254.4330,..,-84.621725,33.616413,2019,2018-19,660,Fulton County,107,Renaissance Middle School,Middle School,1298,0,0,89,9,1,1,0,70,12,5,2,9,42,55,36,9,24,85,11,7,48,31,12,2,0,0,5402,355,394,105,251,0,655,0,5,7167,63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,85,191,59,2,438,139,221,68,10,25,57,18,1,32,51,16,2,252,61,75,18,299,78,68,18,69,2,34,27,6,3,49,39,9,67,33,97,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,101,0,12,70,19,0,12,69,19,101,89,100,88,44,9,16,19,0,21,36,43,0,35,19,80,43,,,,,,,,,,,,,,61,6,,,,197,17.89,7,,,,,-8,8,19,,,,,,,,,,{F446FBF7-28B8-4BC3-8380-E8832C3DF592},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.627913265,33.614182397,965,6600109,PK-05,7250 Hall Rd,Fairburn,GA,30213-1946,7250 Hall Rd,Fairburn,30213-1946,"CROSSLIN, NEILL",crosslinn@fultonschools.org,470.254.4320,..,-84.627909,33.614176,2019,2018-19,660,Fulton County,109,Renaissance ES,Elementary School,581,0,0,93,3,3,1,0,100,10,1,0,,44,60,33,7,30,47,12,6,43,34,13,4,0,0,7299,174,558,265,311,0,838,0,1,9445,79,4,112,33,45,28,6,30,40,25,5,79,34,71,30,98,21,45,28,4,21,46,29,4,77,32,79,33,112,27,42,41,2,24,38,37,2,85,43,76,38,98,26,47,21,4,27,48,21,4,72,25,74,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-211,-26.64,23,0,13,2,-8,,,,,,,,,,,,,{EA6FBF43-D3A2-43B3-A3E7-F7B6361EB08A},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.513993231,33.597840397,966,6600114,PK-05,5790 Feldwood Rd,College Park,GA,30349-2867,5790 Feldwood Rd,College Park,30349-2867,"Harris, Racquel", ,470.254.2001, ,-84.513989,33.597834,2019,2018-19,660,Fulton County,114,Feldwood Elementary School,Elementary School,722,0,0,95,3,0,1,0,100,8,1,0,3,56,42,42,16,36,55,12,9,42,31,13,6,0,0,6514,179,440,142,378,0,756,0,2,8409,69,4,103,42,36,19,6,41,35,18,6,61,25,59,24,129,51,36,35,7,40,28,27,5,78,42,60,33,103,31,39,24,9,30,38,23,9,72,33,70,32,129,43,69,13,4,33,54,10,3,86,17,67,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,-6.23,21,14,17,11,-2,,,,,,,,,,,,,{73887D7A-9B10-417D-8A54-8C14CBA118C7},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.481807224,33.6418344080001,967,6600116,KK-08,2861 Lakeshore Dr,College Park,GA,30337-4419,2861 Lakeshore Dr,College Park,30337-4419,"Parker, Cheryl", ,404.668.0261, ,-84.481803,33.641828,2019,2018-19,660,Fulton County,116,Main Street Charter Academy,Elementary School,841,0,0,90,5,1,4,0,57,7,2,1,10,30,78,18,4,3,40,6,23,55,18,5,0,0,0,8840,0,119,0,0,0,0,0,0,8959,61,3,93,15,27,29,22,16,29,31,24,78,51,84,55,85,11,27,39,8,13,32,46,9,74,47,87,55,93,20,30,33,10,22,32,36,11,73,43,79,46,84,23,34,23,4,27,41,27,5,61,27,73,32,43,2,15,24,2,72,15,42,13,2,5,35,56,5,21,58,18,3,41,26,95,61,57,15,79,21,30,9,12,8,1,30,40,27,3,21,9,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,3,17,9,0,10,59,31,29,26,100,90,32,7,12,12,1,22,38,38,3,25,13,78,41,,,,,,,,,,,,,,,,,,,-14,-1.63,0,4,2,8,3,28,-7,,,,,,,,,,,{B2922A27-52FB-42F4-BE2B-70402DC6D13E},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.498946227,33.591963397,968,6600118,09-12,6045 Buffington Rd,Atlanta,GA,30349-3602,6045 Buffington Rd,Atlanta,30349-3602,"Bethea, Candace", ,404.766.0101, ,-84.498942,33.591957,2019,2018-19,660,Fulton County,118,Hapeville Charter Career Academy,High School,564,0,0,87,10,1,1,0,75,13,3,1,,34,48,34,18,6,33,2,18,82,0,0,0,0,0,9840,0,0,0,0,0,0,0,0,9840,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,69,41,13,1,56,33,11,1,55,14,44,11,125,42,64,18,1,34,51,14,1,83,19,66,15,,,,,,,,,,,,,,161,59,40,55,7,37,25,34,4,102,62,63,39,,,,,,,,,,,,,,129,86,36,7,0,67,28,5,0,43,7,33,5,168,64,47,52,5,38,28,31,3,104,57,62,34,123,27,41,43,12,22,33,35,10,96,55,78,45,13,11,2,0,0,85,15,0,0,2,0,15,0,119,56,44,15,4,47,37,13,3,63,19,53,16,,,92,130,25,-114,-16.81,18,,,,,,,5,4,,0,,0,24,37,-6,11,{54896DA4-5A2C-4E41-A093-9FE040165C87},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
-84.2752981899999,34.118115517,969,6600119,09-12,2845 Bethany Bnd,Milton,GA,30004-3411,2845 Bethany Bnd,Milton,30004-3411,"Premoli, Kimberly", ,470.254.2883, ,-84.275294,34.118109,2019,2018-19,660,Fulton County,119,Cambridge High School,High School,2054,11,0,9,8,2,70,0,5,7,1,0,38,2,69,24,6,5,114,12,4,47,28,20,1,0,0,5078,197,478,59,651,0,539,0,5,7008,94,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,24,76,146,63,8,25,47,20,285,209,92,68,565,20,74,320,151,4,13,57,27,545,471,96,83,,,,,,,,,,,,,,525,33,62,273,157,6,12,52,30,492,430,94,82,,,,,,,,,,,,,,480,45,124,226,85,9,26,47,18,435,311,91,65,597,27,47,257,266,5,8,43,45,570,523,96,88,429,8,56,268,97,2,13,63,23,421,365,98,85,223,26,76,94,27,12,34,42,12,197,121,88,54,459,29,98,186,146,6,21,41,32,430,332,94,72,13,1,98,483,64,70,3.52,-3,,,,,,,4,7,,0,,-9,15,10,2,-1,{0D870FEA-D706-4B1C-A7CF-E4F9E729DF22},opendata@arc,2020/03/25 03:24:58,opendata@arc,2020/03/25 03:24:58
